Time  1 - default sample rate [s]	Rods pressure [bar]	Shell_0_L [µm/m]	Shell_0_Z [µm/m]	Shell_1_L [µm/m]	Shell_1_Z [µm/m]	Shell_2_L [µm/m]	Shell_2_Z [µm/m]	Shell_3_L [µm/m]	Shell_3_Z [µm/m]	Shell_4_Z [µm/m]	Shell_5_L [µm/m]	Shell_5_Z [µm/m]	Coil_1_Th2_up [µm/m]	Coil_1_Th3_up [µm/m]	Rod_1_TC [µm/m]	Rod_2_TC [µm/m]
265.50	1.149	-526.05	1035.6	-476.79	1152.3	-268.36	-414.16	-398.90	971.39	1162.9	-176.41	-12.45	43.09	-180.72	77.01	113.39	
265.60	1.149	-526.07	1035.5	-476.83	1152.3	-268.39	-414.17	-398.90	971.38	1162.9	-176.44	-12.42	43.14	-180.68	77.08	113.36	
265.70	1.150	-526.09	1035.5	-476.81	1152.2	-268.39	-414.16	-398.90	971.36	1162.9	-176.46	-12.38	43.13	-180.70	77.06	113.36	
265.80	1.150	-526.07	1035.5	-476.79	1152.2	-268.39	-414.12	-398.88	971.36	1162.8	-176.48	-12.39	43.10	-180.76	76.96	113.42	
265.90	1.149	-526.06	1035.6	-476.78	1152.2	-268.39	-414.13	-398.89	971.39	1162.8	-176.46	-12.43	43.09	-180.80	76.88	113.48	
266.00	1.149	-526.09	1035.6	-476.78	1152.3	-268.38	-414.17	-398.86	971.35	1162.8	-176.49	-12.46	43.05	-180.78	76.87	113.50	
266.10	1.149	-526.08	1035.6	-476.81	1152.2	-268.39	-414.19	-398.81	971.35	1162.8	-176.49	-12.46	43.01	-180.75	76.86	113.51	
266.20	1.149	-526.06	1035.6	-476.79	1152.2	-268.44	-414.19	-398.83	971.42	1162.8	-176.46	-12.44	42.97	-180.73	76.87	113.51	
266.30	1.148	-526.08	1035.6	-476.78	1152.2	-268.49	-414.11	-398.90	971.47	1162.9	-176.44	-12.39	43.00	-180.77	76.87	113.50	
266.40	1.147	-526.04	1035.5	-476.83	1152.2	-268.55	-414.13	-398.94	971.46	1162.9	-176.44	-12.40	43.05	-180.78	76.87	113.47	
266.50	1.149	-526.02	1035.5	-476.84	1152.2	-268.55	-414.19	-398.92	971.48	1162.8	-176.46	-12.47	43.04	-180.76	76.87	113.44	
266.60	1.149	-526.01	1035.6	-476.82	1152.2	-268.51	-414.22	-398.85	971.55	1162.8	-176.45	-12.49	42.98	-180.74	76.88	113.45	
266.70	1.149	-526.02	1035.6	-476.83	1152.2	-268.53	-414.23	-398.80	971.54	1162.8	-176.40	-12.44	42.94	-180.73	76.88	113.47	
266.80	1.150	-526.02	1035.6	-476.85	1152.2	-268.56	-414.24	-398.82	971.47	1162.8	-176.37	-12.41	42.97	-180.69	76.88	113.49	
266.90	1.150	-526.01	1035.5	-476.87	1152.2	-268.56	-414.23	-398.83	971.40	1162.8	-176.37	-12.39	43.00	-180.69	76.90	113.50	
267.00	1.149	-526.03	1035.5	-476.92	1152.2	-268.55	-414.21	-398.82	971.40	1162.8	-176.43	-12.45	43.01	-180.72	76.91	113.49	
267.10	1.148	-526.06	1035.5	-476.94	1152.2	-268.55	-414.17	-398.84	971.44	1162.8	-176.44	-12.54	43.02	-180.73	76.91	113.47	
267.20	1.147	-526.07	1035.5	-476.93	1152.2	-268.56	-414.22	-398.88	971.38	1162.8	-176.44	-12.55	43.00	-180.77	76.90	113.47	
267.30	1.148	-526.09	1035.5	-476.92	1152.2	-268.54	-414.27	-398.87	971.35	1162.8	-176.44	-12.47	43.02	-180.83	76.90	113.48	
267.40	1.148	-526.11	1035.6	-476.91	1152.2	-268.51	-414.23	-398.80	971.39	1162.8	-176.44	-12.37	43.09	-180.88	76.92	113.47	
267.50	1.148	-526.10	1035.6	-476.84	1152.2	-268.51	-414.16	-398.78	971.44	1162.8	-176.39	-12.40	43.11	-180.89	76.93	113.46	
267.60	1.148	-526.03	1035.6	-476.75	1152.2	-268.55	-414.13	-398.78	971.45	1162.8	-176.38	-12.46	43.08	-180.84	76.93	113.47	
267.70	1.149	-526.00	1035.6	-476.72	1152.2	-268.55	-414.14	-398.75	971.44	1162.8	-176.40	-12.43	43.05	-180.76	76.92	113.48	
267.80	1.148	-526.01	1035.6	-476.72	1152.2	-268.48	-414.18	-398.77	971.41	1162.8	-176.44	-12.36	43.01	-180.68	76.91	113.48	
267.90	1.148	-525.98	1035.6	-476.77	1152.2	-268.47	-414.22	-398.82	971.38	1162.8	-176.46	-12.37	43.02	-180.67	76.94	113.47	
268.00	1.149	-525.91	1035.5	-476.77	1152.2	-268.46	-414.20	-398.84	971.31	1162.8	-176.47	-12.39	43.00	-180.68	76.97	113.46	
268.10	1.148	-525.87	1035.5	-476.77	1152.2	-268.40	-414.16	-398.83	971.29	1162.8	-176.48	-12.34	43.00	-180.70	76.97	113.48	
268.20	1.148	-525.93	1035.5	-476.78	1152.2	-268.38	-414.08	-398.79	971.35	1162.8	-176.52	-12.30	43.01	-180.68	76.95	113.50	
268.30	1.147	-526.00	1035.5	-476.78	1152.2	-268.45	-414.10	-398.78	971.45	1162.8	-176.53	-12.33	43.02	-180.63	76.94	113.49	
268.40	1.147	-526.01	1035.5	-476.84	1152.3	-268.48	-414.13	-398.78	971.48	1162.8	-176.49	-12.40	43.01	-180.64	76.95	113.48	
268.50	1.149	-525.99	1035.6	-476.92	1152.2	-268.50	-414.15	-398.82	971.48	1162.8	-176.47	-12.46	43.00	-180.70	76.93	113.49	
268.60	1.149	-525.99	1035.5	-476.98	1152.2	-268.51	-414.18	-398.88	971.49	1162.8	-176.51	-12.49	43.01	-180.76	76.90	113.50	
268.70	1.148	-526.00	1035.5	-477.01	1152.2	-268.52	-414.21	-398.94	971.49	1162.8	-176.57	-12.49	43.07	-180.75	76.88	113.50	
268.80	1.150	-526.02	1035.4	-476.94	1152.2	-268.55	-414.22	-398.97	971.45	1162.9	-176.65	-12.51	43.06	-180.77	76.87	113.51	
268.90	1.150	-526.05	1035.4	-476.89	1152.2	-268.58	-414.22	-398.91	971.43	1162.8	-176.60	-12.51	43.05	-180.76	76.86	113.51	
269.00	1.149	-526.06	1035.5	-476.97	1152.2	-268.58	-414.22	-398.83	971.40	1162.8	-176.47	-12.44	43.07	-180.76	76.86	113.52	
269.10	1.149	-526.07	1035.5	-477.04	1152.2	-268.54	-414.18	-398.86	971.44	1162.7	-176.42	-12.45	43.08	-180.78	76.89	113.49	
269.20	1.148	-526.08	1035.5	-477.03	1152.2	-268.52	-414.19	-398.93	971.46	1162.7	-176.40	-12.53	43.04	-180.75	76.93	113.46	
269.30	1.148	-526.11	1035.4	-477.01	1152.2	-268.55	-414.22	-398.93	971.42	1162.8	-176.39	-12.53	43.02	-180.74	76.91	113.46	
269.40	1.148	-526.14	1035.5	-476.99	1152.3	-268.53	-414.23	-398.87	971.38	1162.8	-176.39	-12.44	43.02	-180.74	76.88	113.48	
269.50	1.148	-526.09	1035.5	-476.96	1152.3	-268.49	-414.14	-398.83	971.35	1162.9	-176.37	-12.40	43.02	-180.78	76.91	113.48	
269.60	1.149	-526.03	1035.6	-476.92	1152.3	-268.44	-414.07	-398.88	971.38	1163.0	-176.34	-12.44	43.02	-180.80	76.92	113.48	
269.70	1.149	-526.03	1035.6	-476.93	1152.2	-268.41	-414.10	-398.92	971.43	1163.0	-176.33	-12.42	43.03	-180.78	76.90	113.49	
269.80	1.148	-526.06	1035.5	-476.90	1152.2	-268.46	-414.14	-398.90	971.47	1162.9	-176.32	-12.35	43.04	-180.75	76.89	113.48	
269.90	1.148	-526.13	1035.5	-476.86	1152.3	-268.50	-414.11	-398.87	971.50	1162.9	-176.29	-12.32	43.04	-180.71	76.90	113.42	
270.00	1.150	-526.14	1035.6	-476.86	1152.3	-268.56	-414.09	-398.85	971.49	1162.8	-176.30	-12.36	43.02	-180.67	76.91	113.40	
270.10	1.149	-526.10	1035.6	-476.86	1152.3	-268.56	-414.05	-398.83	971.50	1162.8	-176.32	-12.38	43.01	-180.69	76.91	113.45	
270.20	1.149	-526.04	1035.6	-476.86	1152.2	-268.52	-414.05	-398.83	971.45	1162.8	-176.38	-12.48	43.00	-180.78	76.91	113.50	
270.30	1.148	-526.01	1035.6	-476.84	1152.1	-268.52	-414.11	-398.85	971.38	1162.8	-176.45	-12.53	43.01	-180.81	76.94	113.44	
270.40	1.148	-525.96	1035.6	-476.84	1152.2	-268.48	-414.08	-398.85	971.34	1162.8	-176.40	-12.49	43.03	-180.78	76.97	113.40	
270.50	1.148	-525.94	1035.6	-476.83	1152.2	-268.46	-414.04	-398.85	971.35	1162.9	-176.35	-12.44	43.07	-180.74	76.95	113.42	
270.60	1.148	-525.95	1035.5	-476.80	1152.2	-268.48	-414.08	-398.85	971.38	1162.8	-176.33	-12.45	43.10	-180.72	76.93	113.46	
270.70	1.147	-526.02	1035.5	-476.77	1152.1	-268.55	-414.09	-398.83	971.42	1162.8	-176.34	-12.46	43.08	-180.74	76.94	113.42	
270.80	1.149	-526.13	1035.6	-476.78	1152.1	-268.59	-414.13	-398.86	971.46	1162.8	-176.34	-12.43	43.08	-180.73	76.91	113.41	
270.90	1.148	-526.16	1035.6	-476.81	1152.1	-268.58	-414.18	-398.87	971.42	1162.8	-176.33	-12.40	43.08	-180.72	76.87	113.45	
271.00	1.148	-526.13	1035.6	-476.86	1152.1	-268.50	-414.20	-398.87	971.34	1162.8	-176.38	-12.37	43.10	-180.73	76.86	113.47	
271.10	1.148	-526.06	1035.5	-476.90	1152.1	-268.41	-414.19	-398.91	971.40	1162.9	-176.44	-12.41	43.13	-180.74	76.87	113.44	
271.20	1.149	-526.03	1035.5	-476.94	1152.1	-268.40	-414.18	-398.94	971.43	1162.9	-176.43	-12.46	43.09	-180.73	76.85	113.43	
271.30	1.149	-526.05	1035.6	-476.95	1152.1	-268.42	-414.17	-398.88	971.40	1162.8	-176.38	-12.46	43.01	-180.71	76.83	113.45	
271.40	1.149	-526.06	1035.6	-476.94	1152.1	-268.50	-414.18	-398.78	971.39	1162.8	-176.41	-12.44	42.96	-180.70	76.87	113.44	
271.50	1.148	-526.03	1035.6	-476.95	1152.2	-268.57	-414.16	-398.72	971.42	1162.9	-176.43	-12.43	42.99	-180.70	76.90	113.42	
271.60	1.148	-526.00	1035.6	-476.93	1152.2	-268.57	-414.05	-398.77	971.41	1162.9	-176.39	-12.47	42.96	-180.73	76.87	113.42	
271.70	1.148	-526.02	1035.5	-476.92	1152.2	-268.54	-414.00	-398.87	971.43	1162.8	-176.41	-12.47	42.95	-180.77	76.85	113.43	
271.80	1.148	-526.06	1035.5	-476.89	1152.1	-268.51	-414.03	-398.94	971.48	1162.8	-176.40	-12.41	42.96	-180.78	76.89	113.42	
271.90	1.149	-526.09	1035.5	-476.84	1152.1	-268.52	-414.08	-398.96	971.48	1162.8	-176.31	-12.35	42.97	-180.76	76.90	113.42	
272.00	1.150	-526.14	1035.5	-476.85	1152.1	-268.52	-414.13	-399.00	971.41	1162.8	-176.30	-12.36	42.95	-180.73	76.87	113.45	
272.10	1.149	-526.15	1035.5	-476.84	1152.1	-268.48	-414.14	-398.99	971.41	1162.7	-176.30	-12.37	42.97	-180.72	76.84	113.47	
272.20	1.149	-526.12	1035.5	-476.79	1152.1	-268.47	-414.11	-398.91	971.43	1162.8	-176.31	-12.34	43.02	-180.73	76.86	113.42	
272.30	1.149	-526.13	1035.5	-476.82	1152.1	-268.51	-414.09	-398.83	971.44	1162.8	-176.41	-12.31	43.05	-180.77	76.87	113.39	
272.40	1.149	-526.10	1035.5	-476.90	1152.1	-268.55	-414.09	-398.86	971.47	1162.9	-176.49	-12.29	43.06	-180.77	76.82	113.44	
272.50	1.149	-526.02	1035.5	-476.94	1152.1	-268.57	-414.11	-398.90	971.46	1162.8	-176.50	-12.29	43.05	-180.78	76.80	113.45	
272.60	1.148	-525.97	1035.5	-476.92	1152.2	-268.56	-414.10	-398.89	971.44	1162.8	-176.50	-12.33	42.97	-180.77	76.85	113.42	
272.70	1.148	-526.08	1035.5	-476.87	1152.2	-268.53	-414.06	-398.79	971.41	1162.7	-176.49	-12.36	42.93	-180.74	76.86	113.43	
272.80	1.149	-526.15	1035.6	-476.87	1152.2	-268.45	-414.06	-398.75	971.37	1162.7	-176.48	-12.39	42.93	-180.71	76.83	113.47	
272.90	1.148	-526.13	1035.6	-476.86	1152.2	-268.42	-414.12	-398.79	971.38	1162.8	-176.41	-12.37	42.98	-180.70	76.84	113.45	
273.00	1.149	-526.09	1035.6	-476.80	1152.2	-268.43	-414.14	-398.83	971.42	1162.8	-176.38	-12.34	43.03	-180.73	76.91	113.39	
273.10	1.149	-526.05	1035.5	-476.82	1152.1	-268.49	-414.11	-398.86	971.42	1162.9	-176.42	-12.33	43.01	-180.77	76.90	113.38	
273.20	1.149	-526.08	1035.5	-476.92	1152.1	-268.53	-414.11	-398.84	971.42	1162.9	-176.43	-12.32	43.01	-180.81	76.84	113.40	
273.30	1.148	-526.10	1035.5	-476.97	1152.1	-268.52	-414.10	-398.79	971.43	1162.8	-176.46	-12.33	42.96	-180.81	76.83	113.40	
273.40	1.148	-526.03	1035.6	-476.97	1152.1	-268.49	-414.10	-398.74	971.45	1162.8	-176.46	-12.38	42.93	-180.76	76.87	113.39	
273.50	1.147	-526.00	1035.5	-476.91	1152.2	-268.43	-414.11	-398.75	971.50	1162.9	-176.42	-12.39	42.94	-180.70	76.85	113.40	
273.60	1.148	-526.06	1035.5	-476.91	1152.2	-268.41	-414.12	-398.82	971.50	1162.9	-176.40	-12.35	42.95	-180.69	76.82	113.43	
273.70	1.148	-526.08	1035.4	-476.94	1152.2	-268.46	-414.12	-398.88	971.44	1162.9	-176.37	-12.38	42.99	-180.69	76.82	113.43	
273.80	1.147	-526.02	1035.4	-476.91	1152.2	-268.51	-414.10	-398.89	971.30	1162.9	-176.38	-12.43	43.02	-180.66	76.83	113.42	
273.90	1.148	-526.00	1035.4	-476.84	1152.2	-268.51	-414.10	-398.85	971.27	1162.8	-176.42	-12.44	42.98	-180.70	76.81	113.44	
274.00	1.149	-526.02	1035.4	-476.85	1152.2	-268.53	-414.13	-398.83	971.34	1162.8	-176.41	-12.43	42.93	-180.73	76.78	113.46	
274.10	1.148	-526.02	1035.4	-476.85	1152.2	-268.55	-414.15	-398.86	971.39	1162.8	-176.38	-12.43	42.92	-180.74	76.76	113.47	
274.20	1.149	-526.01	1035.5	-476.85	1152.1	-268.55	-414.11	-398.87	971.34	1162.8	-176.35	-12.42	42.97	-180.74	76.73	113.48	
274.30	1.150	-526.04	1035.6	-476.84	1152.0	-268.49	-414.04	-398.89	971.29	1162.8	-176.36	-12.44	43.00	-180.70	76.72	113.47	
274.40	1.149	-526.11	1035.5	-476.85	1152.0	-268.48	-414.09	-398.93	971.32	1162.8	-176.44	-12.52	42.99	-180.69	76.75	113.46	
274.50	1.149	-526.11	1035.5	-476.85	1152.1	-268.50	-414.10	-398.88	971.37	1162.8	-176.49	-12.54	42.99	-180.70	76.75	113.44	
274.60	1.148	-526.08	1035.6	-476.84	1152.1	-268.53	-414.09	-398.77	971.44	1162.7	-176.48	-12.55	42.95	-180.74	76.76	113.42	
274.70	1.148	-526.09	1035.6	-476.85	1152.1	-268.55	-414.12	-398.79	971.48	1162.7	-176.45	-12.52	42.94	-180.77	76.76	113.45	
274.80	1.149	-526.10	1035.6	-476.86	1152.1	-268.54	-414.18	-398.86	971.44	1162.8	-176.45	-12.47	42.97	-180.76	76.73	113.48	
274.90	1.149	-526.08	1035.6	-476.85	1152.1	-268.55	-414.21	-398.85	971.40	1162.8	-176.47	-12.46	42.97	-180.77	76.72	113.48	
275.00	1.148	-526.05	1035.6	-476.81	1152.1	-268.57	-414.24	-398.82	971.33	1162.9	-176.46	-12.47	42.94	-180.82	76.72	113.45	
275.10	1.150	-526.02	1035.6	-476.80	1152.1	-268.60	-414.29	-398.88	971.24	1162.7	-176.40	-12.44	42.94	-180.82	76.73	113.43	
275.20	1.149	-526.02	1035.6	-476.80	1152.2	-268.55	-414.25	-398.93	971.26	1162.7	-176.36	-12.41	42.97	-180.76	76.75	113.42	
275.30	1.149	-526.03	1035.6	-476.89	1152.2	-268.51	-414.18	-398.93	971.32	1162.7	-176.35	-12.36	43.00	-180.74	76.76	113.42	
275.40	1.149	-526.05	1035.6	-476.98	1152.2	-268.48	-414.10	-398.90	971.43	1162.7	-176.39	-12.28	43.05	-180.74	76.73	113.42	
275.50	1.149	-526.01	1035.6	-476.91	1152.2	-268.48	-414.03	-398.81	971.44	1162.7	-176.43	-12.29	43.03	-180.74	76.72	113.42	
275.60	1.149	-526.04	1035.5	-476.88	1152.2	-268.55	-414.07	-398.81	971.39	1162.7	-176.42	-12.33	42.96	-180.75	76.75	113.42	
275.70	1.149	-526.04	1035.5	-476.88	1152.2	-268.58	-414.13	-398.86	971.38	1162.6	-176.42	-12.35	42.94	-180.73	76.76	113.40	
275.80	1.148	-526.04	1035.6	-476.82	1152.2	-268.58	-414.12	-398.87	971.35	1162.6	-176.45	-12.42	42.96	-180.71	76.77	113.39	
275.90	1.149	-526.12	1035.5	-476.83	1152.2	-268.56	-414.11	-398.87	971.32	1162.7	-176.45	-12.44	43.01	-180.69	76.76	113.43	
276.00	1.150	-526.12	1035.5	-476.93	1152.1	-268.57	-414.21	-398.86	971.38	1162.7	-176.42	-12.38	42.99	-180.71	76.73	113.46	
276.10	1.149	-526.06	1035.5	-476.96	1152.1	-268.57	-414.27	-398.84	971.47	1162.7	-176.44	-12.37	42.95	-180.73	76.72	113.46	
276.20	1.149	-526.01	1035.5	-476.93	1152.1	-268.54	-414.26	-398.82	971.52	1162.8	-176.45	-12.36	42.94	-180.76	76.71	113.45	
276.30	1.150	-526.02	1035.5	-476.92	1152.1	-268.47	-414.21	-398.80	971.47	1162.7	-176.38	-12.36	42.99	-180.72	76.72	113.44	
276.40	1.150	-526.10	1035.6	-476.96	1152.2	-268.40	-414.17	-398.78	971.41	1162.7	-176.32	-12.33	43.02	-180.69	76.74	113.43	
276.50	1.149	-526.12	1035.6	-476.93	1152.2	-268.39	-414.10	-398.80	971.37	1162.8	-176.34	-12.30	43.02	-180.70	76.76	113.40	
276.60	1.148	-526.07	1035.6	-476.82	1152.2	-268.44	-414.03	-398.86	971.34	1162.9	-176.39	-12.28	43.03	-180.69	76.77	113.38	
276.70	1.148	-526.08	1035.5	-476.81	1152.3	-268.51	-414.00	-398.95	971.34	1162.8	-176.40	-12.37	43.03	-180.72	76.76	113.39	
276.80	1.148	-526.14	1035.6	-476.86	1152.3	-268.56	-414.03	-398.96	971.35	1162.7	-176.35	-12.42	43.03	-180.76	76.78	113.40	
276.90	1.148	-526.16	1035.6	-476.88	1152.2	-268.59	-414.09	-398.93	971.35	1162.7	-176.33	-12.40	43.01	-180.75	76.78	113.40	
277.00	1.147	-526.16	1035.6	-476.91	1152.2	-268.58	-414.18	-398.87	971.34	1162.7	-176.32	-12.37	43.00	-180.69	76.74	113.41	
277.10	1.150	-526.19	1035.6	-476.86	1152.2	-268.54	-414.17	-398.81	971.38	1162.8	-176.31	-12.41	42.98	-180.69	76.72	113.42	
277.20	1.149	-526.16	1035.6	-476.83	1152.2	-268.48	-414.16	-398.77	971.37	1162.8	-176.36	-12.45	43.01	-180.71	76.75	113.40	
277.30	1.149	-526.08	1035.6	-476.85	1152.2	-268.46	-414.16	-398.79	971.32	1162.7	-176.38	-12.47	43.04	-180.69	76.76	113.38	
277.40	1.149	-526.03	1035.6	-476.82	1152.2	-268.44	-414.16	-398.84	971.32	1162.7	-176.38	-12.46	43.01	-180.68	76.76	113.37	
277.50	1.149	-526.05	1035.6	-476.82	1152.2	-268.46	-414.19	-398.82	971.32	1162.7	-176.40	-12.42	42.98	-180.71	76.76	113.39	
277.60	1.149	-526.11	1035.6	-476.82	1152.2	-268.51	-414.17	-398.81	971.34	1162.8	-176.44	-12.47	42.98	-180.70	76.74	113.43	
277.70	1.149	-526.09	1035.6	-476.80	1152.2	-268.54	-414.10	-398.83	971.39	1162.8	-176.41	-12.51	43.00	-180.67	76.73	113.44	
277.80	1.148	-526.06	1035.6	-476.83	1152.2	-268.51	-414.06	-398.87	971.40	1162.8	-176.33	-12.47	43.02	-180.69	76.72	113.44	
277.90	1.148	-526.05	1035.5	-476.88	1152.2	-268.50	-414.16	-398.94	971.35	1162.8	-176.32	-12.45	43.00	-180.71	76.68	113.44	
278.00	1.149	-526.03	1035.5	-476.93	1152.1	-268.48	-414.22	-398.98	971.31	1162.7	-176.30	-12.48	42.99	-180.70	76.68	113.41	
278.10	1.149	-526.03	1035.5	-476.95	1152.1	-268.47	-414.19	-398.91	971.34	1162.7	-176.27	-12.47	43.00	-180.65	76.71	113.40	
278.20	1.149	-526.00	1035.5	-476.91	1152.1	-268.49	-414.18	-398.81	971.37	1162.7	-176.28	-12.46	43.01	-180.60	76.77	113.39	
278.30	1.150	-525.98	1035.5	-476.86	1152.1	-268.53	-414.21	-398.83	971.32	1162.7	-176.36	-12.49	42.97	-180.63	76.79	113.41	
278.40	1.149	-525.99	1035.6	-476.81	1152.1	-268.53	-414.21	-398.84	971.29	1162.8	-176.45	-12.47	42.96	-180.72	76.77	113.42	
278.50	1.149	-526.00	1035.6	-476.85	1152.1	-268.51	-414.17	-398.84	971.29	1162.8	-176.50	-12.45	42.98	-180.76	76.75	113.43	
278.60	1.148	-526.00	1035.6	-476.89	1152.1	-268.44	-414.16	-398.88	971.38	1162.8	-176.53	-12.45	42.97	-180.76	76.71	113.44	
278.70	1.148	-526.02	1035.6	-476.91	1152.1	-268.39	-414.14	-398.93	971.48	1162.8	-176.51	-12.41	42.92	-180.76	76.71	113.43	
278.80	1.149	-526.03	1035.6	-476.93	1152.2	-268.38	-414.08	-398.88	971.44	1162.9	-176.47	-12.38	42.90	-180.79	76.71	113.40	
278.90	1.148	-526.01	1035.6	-476.90	1152.3	-268.38	-414.02	-398.82	971.39	1162.9	-176.45	-12.40	42.94	-180.79	76.70	113.39	
279.00	1.147	-525.99	1035.6	-476.79	1152.3	-268.42	-414.02	-398.76	971.32	1162.8	-176.43	-12.42	42.99	-180.77	76.70	113.39	
279.10	1.149	-526.03	1035.6	-476.70	1152.3	-268.46	-414.05	-398.75	971.31	1162.7	-176.48	-12.42	43.04	-180.70	76.70	113.42	
279.20	1.149	-526.03	1035.5	-476.74	1152.2	-268.50	-414.09	-398.79	971.30	1162.7	-176.52	-12.40	43.03	-180.65	76.73	113.44	
279.30	1.148	-526.05	1035.5	-476.79	1152.2	-268.52	-414.11	-398.83	971.31	1162.7	-176.52	-12.40	43.02	-180.64	76.76	113.44	
279.40	1.149	-526.07	1035.5	-476.79	1152.2	-268.53	-414.16	-398.84	971.34	1162.7	-176.50	-12.37	43.04	-180.66	76.79	113.42	
279.50	1.150	-526.05	1035.5	-476.76	1152.2	-268.48	-414.19	-398.83	971.38	1162.7	-176.42	-12.31	43.12	-180.69	76.81	113.40	
279.60	1.149	-526.06	1035.5	-476.73	1152.2	-268.46	-414.22	-398.79	971.45	1162.7	-176.34	-12.32	43.16	-180.73	76.82	113.38	
279.70	1.149	-526.01	1035.5	-476.77	1152.2	-268.45	-414.21	-398.79	971.44	1162.8	-176.33	-12.36	43.15	-180.76	76.81	113.37	
279.80	1.148	-526.01	1035.5	-476.84	1152.2	-268.45	-414.14	-398.84	971.36	1162.7	-176.36	-12.36	43.10	-180.74	76.78	113.37	
279.90	1.149	-526.09	1035.5	-476.90	1152.2	-268.49	-414.11	-398.91	971.29	1162.7	-176.42	-12.34	43.01	-180.71	76.75	113.38	
280.00	1.149	-526.13	1035.5	-476.90	1152.1	-268.52	-414.09	-398.98	971.26	1162.7	-176.43	-12.43	42.96	-180.72	76.75	113.40	
280.10	1.149	-526.12	1035.5	-476.86	1152.1	-268.50	-414.08	-399.00	971.33	1162.8	-176.45	-12.48	42.97	-180.74	76.75	113.40	
280.20	1.149	-526.10	1035.6	-476.82	1152.1	-268.51	-414.11	-399.04	971.48	1162.8	-176.50	-12.50	43.00	-180.76	76.77	113.39	
280.30	1.150	-526.08	1035.6	-476.81	1152.2	-268.53	-414.17	-399.03	971.54	1162.8	-176.49	-12.47	43.05	-180.78	76.78	113.39	
280.40	1.149	-526.10	1035.6	-476.82	1152.2	-268.52	-414.17	-398.96	971.48	1162.8	-176.39	-12.44	43.10	-180.74	76.72	113.43	
280.50	1.149	-526.15	1035.6	-476.83	1152.1	-268.46	-414.16	-398.92	971.43	1162.7	-176.36	-12.44	43.10	-180.69	76.68	113.45	
280.60	1.151	-526.17	1035.6	-476.83	1152.1	-268.45	-414.20	-398.91	971.42	1162.7	-176.41	-12.49	43.10	-180.67	76.71	113.42	
280.70	1.149	-526.14	1035.6	-476.81	1152.2	-268.48	-414.25	-398.92	971.39	1162.8	-176.41	-12.49	43.08	-180.69	76.78	113.39	
280.80	1.149	-526.09	1035.5	-476.74	1152.2	-268.44	-414.19	-398.88	971.34	1162.8	-176.39	-12.51	43.06	-180.70	76.86	113.36	
280.90	1.148	-526.05	1035.5	-476.74	1152.2	-268.39	-414.14	-398.85	971.31	1162.7	-176.41	-12.54	43.04	-180.74	76.91	113.35	
281.00	1.147	-526.03	1035.5	-476.85	1152.2	-268.45	-414.15	-398.87	971.32	1162.6	-176.43	-12.52	43.05	-180.76	76.93	113.33	
281.10	1.149	-526.09	1035.5	-476.89	1152.1	-268.57	-414.16	-398.89	971.32	1162.7	-176.41	-12.47	43.05	-180.73	76.91	113.31	
281.20	1.149	-526.13	1035.6	-476.82	1152.1	-268.59	-414.13	-398.92	971.40	1162.7	-176.38	-12.43	43.02	-180.66	76.90	113.32	
281.30	1.148	-526.11	1035.6	-476.80	1152.1	-268.57	-414.13	-398.92	971.45	1162.7	-176.38	-12.45	42.99	-180.66	76.88	113.33	
281.40	1.150	-526.07	1035.6	-476.86	1152.1	-268.53	-414.14	-398.90	971.47	1162.8	-176.38	-12.45	42.96	-180.72	76.87	113.35	
281.50	1.150	-526.04	1035.7	-476.91	1152.2	-268.52	-414.12	-398.83	971.47	1162.8	-176.42	-12.44	42.94	-180.73	76.85	113.36	
281.60	1.149	-526.00	1035.7	-476.92	1152.2	-268.50	-414.14	-398.82	971.44	1162.8	-176.41	-12.48	42.93	-180.78	76.82	113.36	
281.70	1.149	-525.98	1035.6	-476.92	1152.2	-268.47	-414.16	-398.89	971.43	1162.8	-176.42	-12.50	42.96	-180.79	76.84	113.35	
281.80	1.149	-525.97	1035.6	-476.90	1152.2	-268.49	-414.15	-398.91	971.45	1162.8	-176.43	-12.46	43.02	-180.79	76.92	113.31	
281.90	1.149	-526.00	1035.5	-476.89	1152.1	-268.56	-414.14	-398.91	971.43	1162.7	-176.35	-12.46	43.03	-180.75	76.90	113.30	
282.00	1.149	-526.04	1035.5	-476.90	1152.1	-268.61	-414.16	-398.92	971.35	1162.7	-176.29	-12.42	43.02	-180.68	76.85	113.31	
282.10	1.148	-526.11	1035.5	-476.90	1152.1	-268.65	-414.24	-398.94	971.28	1162.7	-176.34	-12.37	43.01	-180.67	76.85	113.31	
282.20	1.149	-526.17	1035.5	-476.86	1152.1	-268.64	-414.22	-398.96	971.29	1162.7	-176.38	-12.36	43.02	-180.68	76.89	113.31	
282.30	1.149	-526.18	1035.5	-476.84	1152.1	-268.55	-414.13	-398.96	971.34	1162.7	-176.35	-12.40	43.01	-180.71	76.87	113.33	
282.40	1.149	-526.17	1035.6	-476.87	1152.2	-268.50	-414.14	-398.90	971.31	1162.7	-176.35	-12.42	43.03	-180.74	76.84	113.33	
282.50	1.149	-526.13	1035.6	-476.87	1152.2	-268.47	-414.17	-398.83	971.29	1162.7	-176.39	-12.42	43.03	-180.75	76.85	113.33	
